matricula,rg
2025009640,c60b70c4.ed7
2025023997,7bc16ba1.5b7
2025029490,f5a2866f.44f
2025018052,b5f42c80.915
2025041174,a19228fe.c80
2025046859,9816f677.83c
2025004777,26d0fba4.2f7
2025007393,44b2881d.c30
2025022401,b008648e.f6f
2025000929,08e989ba.c78
2025028523,65cce107.63a
2025017093,f852beeb.850
2025039211,ad535d76.4ca
2025039108,946f4443.fa6
2025041597,aa6bf99c.f0d
2025030512,4df80b8c.031
2025018224,abf437d2.0c0
2025017708,48a65579.2c7
2025012047,5153a000.b5d
2025023644,2decea61.97c
2025024142,c292fe35.764
2025049246,9ec46c1e.00c
2025001657,8b8532c6.683
2025035271,f4796f1a.089
2025032990,ab7ee0b9.342
2025047788,aa74937a.768
2025042702,da43aad2.b48
2025013042,b0d22f95.644
2025002170,a6ace4b7.8d5
2025005800,94df5538.082
2025047204,cd32c0f8.975
2025005210,2e4f083f.90d
2025036856,55f4b894.d6a
2025019614,942b534e.86f
2025039896,e3388c85.b05
2025023691,d4376b34.78d
2025043847,601e2eb4.f5f
2025029005,69dec9fc.a35
2025045602,759f5d23.dde
2025014420,23102ff2.6f1
2025040093,dc0eecb1.a92
2025036374,59d037a8.8af
2025025844,c0192687.f17
2025024971,1fa5019c.997
2025035436,30e88c38.557
2025023866,9ca61061.952
2025000967,99b08a52.1a3
2025001459,8677ad65.ff3
2025041590,8b92f0b7.a78
2025044818,ff734647.bae
2025032977,5ed9f225.5d3
2025002779,b1613d13.7bd
2025031994,946e1803.ec6
2025013226,d2457306.cc7
2025020127,e9c1874f.ce5
2025029301,776a6f16.7db
2025014249,317bbed6.603
2025015483,082451af.4e4
2025027801,cbcaa7be.e23
2025044934,70322c5f.bae
2025020676,4420b106.ccb
2025014123,6cdacbc9.07d
2025004662,724718ce.6be
2025023100,78a423df.90f
2025028536,2ce3b076.da2
2025010767,6dce6162.a46
2025010682,b5512f7a.749
2025032283,cea977d3.53d
2025000889,e67f2474.7af
2025026324,fc80492d.8e9
2025039460,d7a54382.536
2025039450,d8e1faab.f2d
2025044206,7d85a707.87b
2025031123,eb1d56b2.57c
2025024210,f5126624.b34
2025049854,726d22c2.09a
2025015422,2c5da171.129
2025039253,6c42eaec.504
2025035333,43365b93.0be
2025035527,dc6d12ab.f9d
2025002559,c440b12a.291
2025003600,c5665f5f.cf5
2025041829,af98846e.083
2025045103,8081f0f1.4c2
2025011881,ef534837.f88
2025022083,918fb156.50e
2025032004,f7f341c4.583
2025017867,a5cfc8b1.021
2025026210,040eb5a0.c04
2025022539,21fbcfd2.fb1
2025036951,3c9d480d.a5e
2025027616,ed6ff9d3.dda
2025025438,c6200bf6.58e
2025036076,697285ac.2ac
2025015522,1355e1ac.54c
2025036449,019e9629.e22
2025011090,6622fd6a.206
2025025340,7cbe5ad0.918
2025028281,17926a50.2eb
2025018962,44ba6867.96e
2025008780,80aab112.c9f
2025029752,da02a69a.38f
2025036241,b1afd805.fb4
2025035294,e4d80368.b30
2025032337,55ebf560.959
2025026465,c1151c08.7f6
2025023188,92b04a92.721
2025004194,93001844.418
2025025872,d276368f.56b
2025034411,3048eb32.f07
2025030680,693b1a05.9b0
2025014110,41d7ccbd.7b2
2025022448,72c44ffc.01e
2025005234,4fc3d6f1.1ad
2025043714,8db63cb9.f79
2025005861,1d614d3a.26b
2025041715,cd5eadc4.614
2025041288,7795fa86.cba
2025021959,fbd530c4.4f8
2025001512,c2a42599.538
2025013802,63e7f587.8ab
2025012072,609ca7c6.fab
2025000575,23eb4718.f67
2025049077,d744233d.237
2025001729,a226c3da.6ad
2025019246,17eef0d4.df0
2025037804,56c7517c.c86
2025023264,04767246.3b5
2025007100,78c47c28.a7e
2025000678,dc557a6f.3c3
2025007146,b77232cb.f52
2025025384,b15bbae8.8af
2025039835,1c8df949.204
2025027433,21c176fd.44d
2025026233,b3710fc2.a95
2025015800,c27fb98a.252
2025019890,608924b9.cb2
2025032929,5dc3a241.fad
2025039806,f0f2604e.44e
2025024259,718eba3d.8b5
2025019685,0033a0cb.ecb
2025047870,0cdc82c1.153
2025021039,3ca8f9e7.0f7
2025043935,543a0868.ac7
2025038579,f0013d6a.f6f
2025031170,2ebdc702.193
2025023545,a75a848e.e37
2025001534,0e54bc60.c5d
2025012758,cb157c0c.bae
2025028178,70201c1b.e84
2025022648,223d2b31.46d
2025011023,857d2c43.6e2
2025017271,fd115ea5.ca6
2025029764,ec8e5319.a87
2025038985,853b61f5.f25
2025030340,31afbbce.268
2025033863,823f50c8.3f4
2025036861,dc7c11c9.df6
2025036083,6a8c930a.b15
2025012311,89049ecf.00f
2025023679,e29cb53f.410
2025039492,431a1a9f.8fc
2025026038,99f46052.58b
2025021241,4c72de09.0f8
2025041771,d1e25886.806
2025039426,9caad041.13c
2025043580,61f40f67.3c1
2025046951,6dfa110d.8c2
2025011805,b8920683.0ad
2025019834,08704f66.d76
2025039089,029eeb41.092
2025033597,040dae6e.d4c
2025011174,32417434.37d
2025023141,14f3bdcc.d73
2025043509,3edf04a8.ec9
2025022245,c4a920ed.7fb
2025031594,be7af4b8.f03
2025042152,6ea5bd68.ef7
2025043398,487c0981.afa
2025011880,023c8f43.7e3
2025039093,7c941acc.471
2025019789,d4e5a4b0.d25
2025014828,b8037580.2f8
2025005798,c5dc7418.66d
2025014354,1d2409a8.844
2025026140,4d9e7ce3.813
2025019797,994318af.4c7
2025039280,96397088.490
2025005760,cd69d284.e0b
2025003339,fb614d5e.ddc
2025048514,063ee0c0.c3e
2025012243,1d2a0092.d62
2025040875,cdb2a86d.e32
2025023420,c5d4df5f.11b
2025040773,ef5689d4.703
2025044682,90f4547b.a31
2025041714,fbd84025.b6e
2025034679,53ef1f07.66c
2025044566,5897de2f.4aa
2025034985,7f7dd66f.d53
2025040013,b47e2478.111
2025048148,72f3fc73.475
2025016508,467d49c7.b53
2025035121,94625e3e.9f6
2025022530,30a0a729.7f2
2025020251,8d2dd056.57a
2025049575,a5051f9c.95a
2025044335,f68fc3b1.f11
2025047083,315dd7a0.b35
2025021570,92747627.356
2025000635,0dac0922.f49
2025003638,1d4024e8.1a6
2025040360,91ee7da2.e03
2025016144,8ae15700.fd4
2025020423,27cab8af.873
2025019033,50997edd.df6
2025017726,de2e5241.414
2025039767,46e5f191.882
2025023521,62d9fa53.f63
2025029218,36a858cf.c79
2025011171,12353bc8.aa4
2025033909,52e91b8f.962
2025039677,4a05f3d2.a94
2025032930,7a9eb4b3.342
2025019067,839bb249.d51
2025004617,951911ef.e88
2025010864,c4f61c84.2fa
2025010692,3e6f822a.dc3
2025048438,203970a3.bec
2025019073,8d2576f7.515
2025007261,3148a04d.b12
2025043384,fb9053b3.a80
2025049537,3b4af35b.71c
2025004648,994e8948.abe
2025042714,1af5eef8.678
2025032628,7bbb2bf2.7e7
2025033378,246ce173.a37
2025014209,8f820895.b01
2025027561,907e83da.6b4
2025026736,822663c8.83c
2025007562,b6a106a6.149
2025007796,5f45020a.c60
2025039225,5d8aa53c.83d
2025025698,d7b02f87.3a2
2025037742,c8a1cd7a.6e1
2025010078,53c67585.6a9
2025021657,865a54f8.f03
2025030185,02d03308.b96
2025009468,4c045573.476
2025020958,2f779fa4.076
2025029619,0c90d677.193
2025033204,a52ad553.8d5
2025024263,8d6b9683.31b
2025021839,a8c07799.724
2025002914,65900ecb.e46
2025001042,870dff19.f7c
2025024277,25e2e8d2.c29
2025045697,4dbbd83b.2b4
2025025708,d6f9c9e3.2f8
2025013392,7c903fa3.050
2025039735,97cd595e.131
2025007040,5ad426e0.363
2025033481,9208389a.967
2025047312,4ee82a5d.042
2025004869,99d52241.997
2025041645,7c3e35b5.a69
2025032487,4609c3cb.68d
2025049120,807ac94c.003
2025041199,e72995aa.08d
2025048625,1d1fcbec.9d9
2025030686,731ce485.356
2025022477,0aeb0d83.298
2025039704,a33b8b03.f36
2025030062,45341dee.0c0
2025028111,1ccf3f54.b96
2025047352,34bbf66f.556
2025038362,a95d004d.262
2025023383,bc1739c0.dd8
2025046200,7bf657f8.bbe
2025021459,0067892a.251
2025044205,8428bceb.1b2
2025037311,9b5512b4.bb9
2025034817,e2658dec.84f
2025045632,ad628e11.7b3
2025018815,61205ac4.0b8
2025047461,c9922081.1fc
2025037776,2ddf4f7b.447
2025028625,91631a67.1f6
2025035241,0c825d2b.fb0
2025033379,7b5caa22.90c
2025040866,f72182ee.7f6
2025026173,ebdd2072.bd7
2025031095,2af92790.427
2025019305,97864b86.0dd
2025010487,9f3edc78.3cc
2025006209,3c570a7b.2cb
2025002397,41422636.c10
2025048176,04c7437d.27b
2025045495,0f891377.a8c
2025049669,1df150fe.69d
2025028885,a2fda70e.5db
2025024879,f2f8b7df.ec8
2025005824,14596c21.68a
2025027830,86fb60e2.fed
2025037205,f4411166.8eb
2025014056,cda5ea3e.810
2025026298,4e564713.cc4
2025023125,c2a0f540.f54
2025004494,175322d1.637
2025046642,a85fe525.004
2025012733,3a3d9905.8d4
2025013430,7b5f2999.6ac
2025023880,2a4cf3d2.e94
2025021080,148bd03a.951
2025033590,63ac1d44.812
2025045130,f340f712.bf6
2025035691,56a2abac.eaf
2025020623,29867307.293
2025006216,d7bee3cb.dd5
2025048459,e225d546.964
2025019179,90bcdbb2.cb6
2025033476,5108caa5.724
2025041629,5f6690fa.3a9
2025029852,de063006.496
2025019681,109b83d1.920
2025016131,4823059a.450
2025039552,ae1b3fd5.55c
2025046723,b19f52b1.5d1
2025025309,2f01c7cd.36f
2025045170,795fb91f.21c
2025048466,896d4c29.647
2025023750,b0653e1b.749
2025009680,7c69c934.223
2025026523,5bdee0c3.4dd
2025003997,e79f0f67.8b4
2025027857,ca850096.f60
2025011400,60f6c13d.5a4
2025035071,0c7e696a.0db
2025014942,b6d0fe8b.304
2025012465,ccfb9a9e.9fe
2025012226,63752e03.b2b
2025032107,28efeee6.e03
2025045085,9b09b4af.c60
2025035269,e14932e3.bc3
2025005905,045f203c.7c0
2025046052,5ed119b6.7d3
2025046352,42613f11.a9e
2025021894,8a9df72b.011
2025027970,d54d93d7.34c
2025023377,f9b9c619.713
2025019586,65783123.e3c
2025030315,88628d52.5c9
2025044853,3e28071e.d26
2025018915,660d75d3.8c3
2025037516,f83b695d.2e0
2025007105,fa06cfba.96a
2025002248,cb75024f.789
2025025019,23497c3e.642
2025006837,665c19a5.f68
2025042341,f09eaaa8.5a5
2025048868,f467a599.d68
2025031843,f09cc166.206
2025015056,122a1d61.033
2025006993,afe5aa8d.b22
2025017111,b07e5c42.c84
2025046414,d78a79cd.688
2025027039,ba26ab18.dd9
2025042172,a6a8da87.8b9
2025035168,a4413892.5bb
2025023061,c057760c.729
2025005267,168e414f.48d
2025001683,f2342164.028
2025010230,6a916055.cf5
2025018231,ffd46d4c.024
2025042765,79518daf.d3d
2025015725,73f0ec51.a2e
2025007189,bbd0dc00.007
2025018397,5777dc78.84f
2025039678,94cdb332.61d
2025009405,bfb39976.024
2025034276,9d142e34.2d5
2025022077,12f26967.d5f
2025048537,260e51ed.6c5
2025004376,1e72a6b7.564
2025048046,d0168416.b1f
2025005411,b370e354.bb1
2025004731,cfd2be53.5e1
2025049316,2cecf1ec.32c
2025012470,c93e0623.f42
2025046172,618cbc6a.4ce
2025010145,563d873a.8a7
2025003011,0c246e06.f75
2025004453,ac6a0646.90b
2025034989,b43f97d0.5b4
2025008729,87068960.bcf
2025045261,97832961.572
2025005414,62abd1a2.ec1
2025020468,6bc473b1.850
2025034104,a9b25591.7b0
2025015273,0cdda950.55f
2025002448,028731fc.253
2025037259,a2af3c97.d72
2025002884,bf7d85b1.da5
2025015845,1fd6a645.ee9
2025014958,803fe096.ad1
2025043517,37e9e5b1.8f3
2025031374,d992e87a.b49
2025031278,0c31d252.cb5
2025044221,a4760726.cf8
2025015854,f9dcf345.c54
2025008065,b4e01d6c.4e4
2025033529,f1165213.c86
2025003039,e529b82e.a20
2025002543,4bad8a75.693
2025042490,245dfebb.e4d
2025048719,eb10f197.bcc
2025018079,afba2b3d.f2a
2025026725,e40841a4.40f
2025012269,52f8accf.e94
2025045382,1bb3a0bb.ce8
2025008052,6aa0a410.37b
2025001150,53b46b5b.a21
2025014486,b3045851.f5a
2025039009,8ada02f7.552
2025048143,20c3d4ac.f08
2025049641,f7834134.759
2025011977,cd6d6724.b55
2025047270,fb0b962f.814
2025021561,4cd7be0b.dcb
2025005822,a4d277ab.f9a
2025049158,1f8efb48.188
2025027809,07100483.db1
2025010148,4e1507b3.b75
2025016993,153cc071.ac5
2025049845,b07b6256.b5f
2025018624,fc90a483.2ff
2025008802,1036f42a.61e
2025006117,6558f228.9eb
2025046611,60598026.2c0
2025029157,f89787a2.cb3
2025046218,86acdcc5.c91
2025038597,418d1564.3a2
2025031910,3e3c9c18.e09
2025016863,85664b3d.e6f
2025008043,814744d7.47b
2025047100,204c6349.fd9
2025009499,a805bb03.840
2025040335,452f3173.224
2025017869,35bdeb52.39e
2025043039,39b4fe31.f48
2025023854,77c2b689.fa6
2025048861,2a412f6c.331
2025000426,8fcf12d9.a7c
2025019417,68cb43be.4f3
2025013268,80ce7ac8.420
2025016363,3d6f4fc2.a76
2025035182,7ee2f97e.d18
2025045623,f9de5d57.0d1
2025005893,7824b9dc.097
2025013136,4ace6247.09f
2025042859,a42068d4.59b
2025045712,4a9aa044.fc4
2025028621,86d8d190.ca1
2025039335,ddbeb6a1.38b
2025039673,ad11896d.d45
2025002387,409b9e29.bce
2025024696,096b355f.2be
2025036240,486d238d.c21
2025010537,abd60c19.715
2025040892,a860d4dd.e93
2025031041,04a712b1.7ec
2025005579,cd25b9c6.a2f
2025035517,beeb7a3d.dca
2025035904,3c9f4ed5.cba
2025034001,08941c5d.afb
2025046032,408ebf4b.932
2025049465,fb4705b1.997
2025022822,e0a879bb.487
2025035132,fe758e49.74c
2025035684,e674ec37.63b
2025047110,fbf014cb.84d
2025022251,5f221682.153
2025038412,9bd1d535.4a6
2025033404,11ab6790.34b
2025006700,2c67732f.b8e
2025049865,5cd1608d.70c
2025010571,b6ad61db.63f
2025019271,42ffe484.cea
2025034403,7bade3ec.f7c
2025037801,51540d22.bbd
2025048578,df9dbd5c.f36
2025040381,3c86d66b.763
2025044387,a7e8be1a.f82
2025002796,bbe56354.838
2025000191,9a229f74.e22
2025018594,3643dee8.bd4
2025004209,b0def6cc.f0e
2025028501,9b84858f.de7
2025046813,108753f1.5a4
2025011702,a9c19b69.db7
2025037261,c2808741.544
2025015037,69cb4449.f3c
2025042307,03991556.4ab
2025006702,c7633383.b1d
2025033972,b8aa6def.f56
2025012686,3af35d98.5a5
2025047219,46e0c1ad.7f6
2025042923,609484ad.be7
2025020070,c76917bf.978
2025002827,10021340.eba
2025011995,413948f6.39c
2025037434,1aeff566.cbe
2025011353,1d72ce2e.a85
2025043304,bf98d8d5.cb6
2025039071,8c455956.aa2
2025035747,01a687aa.5a3
2025016840,39c67433.1b1
2025014526,2d81d87b.dc1
2025048811,56c0023d.9ff
2025020101,b8cf1e8b.a91
2025047420,7e0f5f10.b17
2025034805,86a66eb2.a7e
2025000558,0c2473af.15e
2025033034,4da166b9.cc9
2025010123,a5aef3c1.2df
2025041390,c4a75419.d77
2025034458,19148777.0cf
2025008292,2d30b15b.0e4
2025023767,09b7f5da.adf
2025021812,52ee2f5a.bf3
2025014351,7c751e06.8b1
2025010412,7841f6b3.eb5
2025044814,04ba199b.924
2025037699,4715a62a.05b
2025015200,97b624fa.071
2025024944,ed02dce4.869
2025003131,637807c6.0c1
2025048033,439856ba.e8d
2025011195,acc8bbd0.18d
2025041658,42c406fe.187
2025020258,dba5b885.82b
2025019712,f12a7c13.728
2025012988,c415a262.897
2025028099,51372c8b.3fe
2025004722,b7afde72.2e9
2025013103,b0109169.4b3
2025028163,44119a21.6be
2025034186,e5c2ba95.459
2025048018,bc065f16.b62
2025040917,5cfe8979.fa5
2025033043,f33eae3d.f88
2025030142,6b5ac046.033
2025038519,db6aa989.7a8
2025049540,516c9e0a.819
2025043811,d2e84cc0.3c3
2025015445,97dd6709.f28
2025033070,eae38b46.a7a
2025000701,d373d56d.ce4
2025036399,962294e6.6f0
2025038893,81929c5e.71e
2025041897,c8094532.724
2025045101,235faf47.26d
2025025433,6044af9a.0e4
2025001689,21356467.97c
2025015217,4017d869.870
2025005827,371199df.bcf
2025030093,9a9cab25.c12
2025038006,bd7c30d3.a0f
2025038730,de9d4a43.24d
2025031854,5019068c.a74
2025010041,80352abe.92b
2025026501,2a561464.119
2025019127,e8c60447.2c4
2025013948,ff98c820.e4d
2025035697,b4616a0f.c1e
2025031999,fd4eba55.d39
2025030789,fc2892dd.b7f
2025034087,687c7e42.bf3
2025014748,94070379.1ab
2025005281,d9762ef1.80a
2025025623,c49b23da.8e9
2025034766,903d1df6.b74
2025048293,194e2511.140
2025018418,bd28aeef.2e1
2025045263,5860b367.173
2025030972,15febf93.0e6
2025009350,8fd0ce00.270
2025014708,7ec3f2e2.5c7
2025029914,96656f04.5bf
2025005407,fb85526c.56c
2025022866,9866e236.3df
2025036843,c0f755f3.7a0
2025009166,d846c96d.239
2025026983,8b292893.9f2
2025035604,528729e8.9b2
2025037263,03e86c29.402
2025036851,b5451501.5bc
2025034806,77983b90.be6
2025017800,6e587598.70b
2025001958,e75d4666.0b2
2025007804,d6231f63.078
2025016078,c0ad3b13.b1f
2025032846,7ba35afe.542
2025024899,5b18adf2.2bb
2025010471,eaa4397d.c0c
2025021416,73fad8f3.8cf
2025044137,0bb6eba5.e80
2025045713,38e43667.340
2025001933,7fd56d37.352
2025014819,9bec586d.03e
2025013003,3fd0c488.e7c
2025039637,a6a524dd.b11
2025006973,ca9869c4.203
2025038166,2ded5455.301
2025028199,1bd74635.c48
2025015950,19f40235.93f
2025002091,3d3e5d5f.c6b
2025034000,95609c04.0ec
2025017564,f71e08bc.533
2025031572,ec0aab3e.38e
2025018908,8df433b1.b35
2025037881,e810b632.2df
2025015692,b30049fd.af8
2025042345,72720437.0b2
2025046426,31b8b5c6.171
2025017894,db11a035.4fd
2025002577,ccab052f.17f
2025017728,c88cfbd4.c50
2025038148,3f0a11c8.b16
2025043824,fe84fef6.4ff
2025008338,d701e4d6.206
2025025800,b9d7f65a.ff3
2025048282,17ab742f.d48
2025027875,c7ca0913.443
2025030442,17913f02.a32
2025026973,cd5a36e9.dfb
2025012681,3ab582ee.ab4
2025018409,c0cb7ed7.c39
2025047197,4957364b.91b
2025020636,7c579807.9ff
2025002073,d230cfff.ff7
2025028910,f1cc4ae5.3e7
2025024835,85ed56f8.969
2025033407,275df60d.25e
2025041896,39f6b27c.66a
2025006097,f796e855.9ac
2025014721,601a5360.be4
2025041438,4b83b81e.606
2025031672,5eaada48.433
2025029612,367791c1.961
2025015450,3c8e35c3.098
2025029969,fb62bac6.da7
2025016145,157e6c26.a75
2025027044,81154404.3b0
2025006611,69de0b6c.161
2025042011,54c93162.891
2025029806,37b7302a.47d
2025011127,72981616.8b0
2025037504,05a708c1.0e6
2025046818,301a45a0.f5e
2025004850,9598b546.617
2025009026,d834cd1c.944
2025029188,44136adb.8ac
2025033117,053d3bf1.3b3
2025012978,6c27660b.315
2025018910,7330f4a2.54a
2025013393,00024f14.6a0
2025002419,d8f1c103.bff
2025026076,2be11612.883
2025032948,7905be4f.f43
2025000114,2f2e02ba.efc
2025028429,22e61c43.af1
2025018427,a45da4f0.9ee
2025005427,2c001aac.7f4
2025001505,8415c334.1f2
2025009900,fd69d43d.38a
2025016055,27051efe.e1f
2025002504,0f624bbd.8d7
2025005499,98a4a0d9.74c
2025021290,194737ac.14f
2025002178,92d51952.e5c
2025037162,cf56cdb7.a99
2025033341,d2326df3.4fa
2025044451,25b3babc.c0d
2025019437,3f9b9138.a34
2025041770,9d0a06c7.14a
2025013536,0b00d4d5.dbb
2025046832,c7aa8358.427
2025005279,198d4136.47e
2025048290,ea0f6ceb.687
2025015726,0efbdbe6.f54
2025000737,0e6601aa.f56
2025009574,e1efcd0e.00c
2025034362,b1de940e.336
2025043708,29cf0603.c5e
2025012480,8e45bb35.00f
2025018132,988595c2.aaa
2025003573,345b3a3a.529
2025006962,e03a5d61.afa
2025043863,5d23f89c.b97
2025045540,2b976b6b.2d3
2025025386,e4d2481f.fee
2025049496,ca89205d.b7f
2025042985,5496a1ba.cf4
2025026754,e6865eb0.933
2025029640,92ed6b0c.815
2025008126,f3497525.c6f
2025007818,ea89ff8a.345
2025047820,c59d4b75.d80
2025022947,a9f1f772.bd9
2025048083,67c6b8de.95c
2025022779,60a89f74.2b7
2025046971,079c8d4c.735
2025035409,fda8a5e9.564
2025027361,cb39d2c1.05c
2025034469,4498b23d.089
2025042601,0a36426d.380
2025007981,9beff93f.192
2025003108,125b23e8.243
2025022583,7446276b.849
2025012198,607a4e14.1f4
2025014012,8591181f.0c7
2025038115,409f0ce2.81b
2025032427,ba53e59a.478
2025036131,1a1ccbdc.a99
2025048055,38b130da.842
2025024746,49c37d77.3bd
2025049370,e398ba1a.4a3
2025048655,c560cb0b.b45
2025041734,54ccc4e6.19e
2025029866,21201eb3.daf
2025016418,82848697.b3b
2025036910,30a38e1e.8ec
2025005017,4b489f1a.1d0
2025031330,e4a34304.667
2025012469,defe0901.135
2025036557,e871a59c.c96
2025041443,ea1ac6ba.356
2025019698,2f65ddd4.7f5
2025047923,7bac4794.43d
2025023485,d503ac83.531
2025026013,0a9b2661.2e3
2025008749,4fde8f34.d74
2025014630,9cfed349.69f
2025020283,46c46c1b.505
2025009030,f94a8481.7e7
2025047009,88841534.3f7
2025048804,bacc889a.9d5
2025043803,4c4b9d03.e5e
2025000226,1cd40977.2e1
2025009668,9f4be2af.470
2025006024,3777b58e.5c6
2025013070,c74e7338.9b9
2025004342,e91dd541.b36
2025032937,46137860.dd4
2025048352,c9a26cb9.004
2025035862,767211e5.065
2025003837,8b680941.af8
2025005601,bb02c89f.624
2025002718,848f4808.36b
2025046469,cf64f3e8.dd7
2025006997,dcee6f61.3e7
2025043382,928d5ea4.bc0
2025035832,7d8db5f2.c8a
2025014845,d2a846c9.2cf
2025024904,f8c3ffda.45e
2025000307,63caa3bf.049
2025027702,f70fdf21.bb6
2025018972,4d4a7fcb.368
2025031088,c2ac639c.a46
2025024090,d3513782.f26
2025046094,b6a2f79d.d48
2025028593,361500dc.e38
2025028758,63e64b88.eca
2025008999,03090c1a.63d
2025030384,069a214d.4e4
2025014516,ddb0cd22.086
2025045869,4365976c.395
2025002177,6317f7ad.2c9
2025043470,a3686ba4.98d
2025032345,662d3c78.970
2025000651,5a1f5dfb.26a
2025001306,278cdcdb.9b3
2025005609,9ad55326.de4
2025020527,91493eaa.b45
2025013640,eb5aa01c.ab9
2025040746,be75c433.0fe
2025001934,28f007f0.5cd
2025008650,12978f88.1de
2025004026,8e2c64a8.840
2025047899,b44ea77a.0f2
2025003904,e7baa7d9.b47
2025010458,1bd752be.363
2025025554,8ad7462c.1b5
2025037070,1a8a0edb.3b1
2025032113,90413c87.7f7
2025022211,3c07e605.8ad
2025005655,46185bde.85d
2025015085,8c2eac40.802
2025002139,85149133.54c
2025012896,cf89b4be.5ab
2025025505,bdc39369.ced
2025047825,28212e62.a01
2025039072,9be5fec6.f23
2025045166,bfbb62a0.b20
2025042209,be9b661c.84a
2025043493,b12ac05c.e28
2025020474,be7c371c.069
2025022304,2e8596fb.214
2025043008,6734012f.33a
2025003233,44c14e0b.789
2025041299,93383f2a.a57
2025004078,c03559a7.512
2025049419,68699146.869
2025043023,3be688e7.8bb
2025040569,1ff57e8d.837
2025022944,098c1f28.68b
2025025491,1fb6c15b.8ef
2025023621,8f860ed8.aa7
2025036007,6ff1440c.895
2025049241,edcdbf3a.d8b
2025038481,8de41c16.214
2025045451,56312f57.e3a
2025042236,b34339ee.e0b
2025021928,e9b60e24.75e
2025037693,427ff354.abe
2025044631,6577b53a.c19
2025017169,c49cbb1e.bc6
2025017738,24e08929.a8e
2025041384,9de70f9b.ae5
2025034304,36b3d41a.eed
2025037688,db2140aa.195
2025043462,42292c43.2d9
2025048777,a9aa7a61.415
2025009593,a874f610.386
2025033652,6d0a7a0d.d83
2025028332,4c7bda3f.c2e
2025041947,42000f4e.22e
2025001552,4ee0d015.2c2
2025046140,63604c9d.031
2025044816,383e111b.6bc
2025049107,e666f73e.8ff
2025032635,272a054c.ed3
2025010174,d398a06c.d07
2025005970,c2dbea67.329
2025023554,377850c3.817
2025022244,31ff85a1.4e7
2025030011,0c01e7e5.97e
2025037295,0bdf4d3f.75d
2025041246,4cfec2c7.9b6
2025036347,4b2d72f6.ef9
2025014063,46fca452.3ed
2025000630,cc81146b.544
2025032278,0c00effa.d2c
2025025375,e5a6cea0.5e6
2025024143,a6eead1c.938
2025021751,d1533086.ce8
2025002939,f0502134.bc5
2025036696,539f992f.ddb
2025011663,ba4d5c8a.5ee
2025009055,05766741.4ae
2025046065,6ab1c4fe.d33
2025049296,966742da.94e
2025004112,7a399bae.b47
2025027853,4999730d.5ab
2025048115,7dc23198.602
2025046365,6282968c.4d5
2025018159,4417b44f.330
2025009259,019d4d08.8d3
2025016321,bedf592c.731
2025010197,6cedfe39.292
2025031306,6f0289ae.7ab
2025042758,6af01783.cf2
2025008600,a52a3680.313
2025040626,2154effb.769
2025043870,820fcd48.5b1
2025026493,dd8e1e21.002
2025035858,6954e6f2.be1
2025028137,17e8791c.c47
2025032587,cf43b66b.c1c
2025006415,219a6628.5a7
2025024284,a1584161.33d
2025040639,1f67ffc8.3c3
2025012732,4752f777.16e
2025024969,a67ff490.ff7
2025038950,39201e53.4ed
2025019008,5a8d051f.575
2025020444,2f2d28a9.75e
2025049344,7d07bdc5.c50
2025039573,62ac69ba.334
2025003789,2793b47d.eb4
2025035189,1dfaae8c.3b1
2025011715,b5edc162.db3
2025016868,5e218893.499
2025002613,f07cd175.968
2025013999,3f785986.2a2
2025015411,390cf55b.934
2025017963,33ab3243.ef9
2025000620,80ace881.d1a
2025009149,799433ad.794
2025037229,26715cb0.1dd
2025006352,8073af47.5ad
2025042187,2478844f.529
2025023886,fe7cfb02.e0c
2025023176,21a77c4f.20f
2025013765,0ec0dbac.9af
2025027638,f22102d7.3ae
2025012746,3eaad5fa.cd3
2025022875,e89ab7b4.689
2025024771,0ee72f46.265
2025010941,1d5303f0.1ca
2025046034,2f6c8088.244
2025014889,eeef9875.a83
2025036731,aed24ebd.f64
2025028728,6b066cbf.cb7
2025009589,707246dc.deb
2025031590,fe7d46cb.321
2025027649,9c9db7ed.9f2
2025019616,837aad93.3b0
2025043777,6403b016.013
2025006502,a2984ba4.bad
2025008139,5de455c0.50d
2025020064,983ae699.5bd
2025006659,430963ba.d90
2025033038,40a00587.1c6
2025037785,5c268ed4.4b4
2025033473,76767522.847
2025003158,1ba43e3a.fc4
2025004458,7cc327eb.8c2
2025045804,17d2d7e5.b98
2025033955,2fbe8d2b.836
2025038466,b86f9aa1.c62
2025014555,ee65951f.7a1
2025009853,8f02307b.501
2025005949,08269e7a.4a7
2025010645,f455aa0e.6b8
2025021179,c95a8b6f.f35
2025039120,f34417a7.c9a
2025009484,2b176d98.5a3
2025013122,a5a39573.7a4
2025002558,a547ca25.ac3
2025033831,21744ca3.a03
2025038889,bb8800f0.97e
2025041922,22cf308d.766
2025008141,4a544112.6b4
2025049274,20c61cea.e0c
2025031194,0ec97101.1b5
2025046750,df52e51a.f04
2025041991,c60fada8.111
2025029286,6832a91f.c7a
2025003178,5080a31d.471
2025041546,01f44d30.562
2025017056,f5cfceed.10d
2025013117,df7fc1c7.fbb
2025006462,4a32ebd8.05e
2025042596,fb5a3bbd.b64
2025031303,85a96a0b.9b6
2025019090,21f0d642.cee
2025047813,043cfe98.469
2025011979,47ac549a.fb0
2025007307,88971109.ab9
2025038039,61ce50b3.9c9
